1778.4086140000002
0.026667,1,2
0.384928,1,3
0.061789,1,5
0.393312,1,8
0.179981,1,9
0.013333,1,10
0.2406,1,11
1.091179,1,12
0.055101,2,1
7.572883,2,3
4.507101,2,4
0.229557,2,5
9.458885,2,6
0.454699,2,7
13.941541,2,8
4.259659,2,9
0.574629,2,10
5.91912,2,11
31.365136,2,12
0.026667,3,1
7.047176,3,2
10.181112,3,4
6.160789,3,5
16.16264,3,6
2.009544,3,7
29.532896,3,8
9.035056,3,9
1.307544,3,10
8.527339,3,11
12.605939,3,12
0.145163,4,1
5.231837,4,2
73.734549,4,3
9.156579,4,5
22.584885,4,6
5.757696,4,7
23.209947,4,8
34.549949,4,9
3.668571,4,10
8.537829,4,11
30.155267,4,12
1.552587,5,1
1.650179,5,2
10.428317,5,3
2.03152,5,4
0.711272,5,6
0.507448,5,7
3.382549,5,8
2.496616,5,9
2.041803,5,11
4.770749,5,12
14.768555,6,2
67.47432,6,3
4.970821,6,4
22.263691,6,5
0.921421,6,7
8.383,6,8
9.820005,6,9
0.728757,6,10
20.151384,6,11
7.878883,6,12
2.149112,7,2
15.999291,7,3
6.209875,7,4
0.455109,7,5
9.954941,7,6
1.761309,7,8
4.427629,7,9
2.248168,7,10
4.375915,7,11
8.544016,7,12
0.267992,8,1
24.925029,8,2
110.475829,8,3
14.974387,8,4
2.349755,8,5
13.5308,8,6
2.459352,8,7
38.059541,8,9
11.161549,8,10
26.760019,8,11
34.897632,8,12
1.531584,9,1
9.677579,9,2
27.806096,9,3
31.975501,9,4
8.188147,9,5
17.098949,9,6
3.546912,9,7
62.228352,9,8
1.477179,9,10
29.755707,9,11
49.664896,9,12
0.053333,10,2
0.07512,10,3
0.663653,10,4
0.039211,10,5
0.297883,10,6
25.960043,10,8
0.336544,10,9
21.349099,10,11
0.053861,10,12
0.37248,11,1
9.794688,11,2
48.517773,11,3
2.107565,11,4
0.966875,11,5
5.575925,11,6
1.766811,11,7
20.834088,11,8
15.816253,11,9
1.684512,11,10
3.812579,11,12
0.157019,12,1
52.213237,12,2
76.950928,12,3
45.469709,12,4
23.25848,12,5
36.302101,12,6
12.236539,12,7
52.435272,12,8
127.92536,12,9
2.025381,12,10
23.425189,12,11
succeed
0.0,0.026667,0.384928,0.0,0.061789,0.0,0.0,0.393312,0.179981,0.013333,0.2406,1.091179
0.055101,0.0,7.572883,4.507101,0.229557,9.458885,0.454699,13.941541,4.259659,0.574629,5.91912,31.365136
0.026667,7.047176,0.0,10.181112,6.160789,16.16264,2.009544,29.532896,9.035056,1.307544,8.527339,12.605939
0.145163,5.231837,73.734549,0.0,9.156579,22.584885,5.757696,23.209947,34.549949,3.668571,8.537829,30.155267
1.552587,1.650179,10.428317,2.03152,0.0,0.711272,0.507448,3.382549,2.496616,0.0,2.041803,4.770749
0.0,14.768555,67.47432,4.970821,22.263691,0.0,0.921421,8.383,9.820005,0.728757,20.151384,7.878883
0.0,2.149112,15.999291,6.209875,0.455109,9.954941,0.0,1.761309,4.427629,2.248168,4.375915,8.544016
0.267992,24.925029,110.475829,14.974387,2.349755,13.5308,2.459352,0.0,38.059541,11.161549,26.760019,34.897632
1.531584,9.677579,27.806096,31.975501,8.188147,17.098949,3.546912,62.228352,0.0,1.477179,29.755707,49.664896
0.0,0.053333,0.07512,0.663653,0.039211,0.297883,0.0,25.960043,0.336544,0.0,21.349099,0.053861
0.37248,9.794688,48.517773,2.107565,0.966875,5.575925,1.766811,20.834088,15.816253,1.684512,0.0,3.812579
0.157019,52.213237,76.950928,45.469709,23.25848,36.302101,12.236539,52.435272,127.92536,2.025381,23.425189,0.0
