3030.427712
0.683813,1,2
0.813211,1,3
0.209373,1,4
0.428899,1,5
0.398395,1,6
0.482285,1,7
0.4158,1,8
1.668581,1,9
0.060032,1,10
0.462379,1,11
0.357027,1,12
3.439013,2,1
17.594312,2,3
6.030368,2,4
3.320205,2,5
21.705008,2,6
6.279221,2,7
16.932979,2,8
14.035637,2,9
0.76996,2,10
4.833616,2,11
43.858987,2,12
0.390995,3,1
27.366309,3,2
22.822755,3,4
20.743237,3,5
76.887264,3,6
20.021445,3,7
41.052285,3,8
31.582627,3,9
9.671341,3,10
26.489309,3,11
25.152512,3,12
0.241704,4,1
5.627715,4,2
66.665021,4,3
19.473184,4,5
29.482395,4,6
8.499448,4,7
12.447259,4,8
18.771987,4,9
6.622267,4,10
9.59364,4,11
45.999805,4,12
1.734117,5,1
11.408091,5,2
43.7384,5,3
6.056435,5,4
8.434384,5,6
7.359787,5,7
9.323595,5,8
24.643461,5,9
2.542701,5,10
6.477107,5,11
3.983795,5,12
0.812112,6,1
12.821381,6,2
101.584299,6,3
18.568949,6,4
9.968365,6,5
12.772493,6,7
31.641645,6,8
32.514467,6,9
5.963488,6,10
15.709112,6,11
28.778816,6,12
0.242733,7,1
7.320029,7,2
28.933555,7,3
11.264443,7,4
9.401168,7,5
13.186552,7,6
10.426747,7,8
8.236109,7,9
1.818395,7,10
3.310205,7,11
8.69424,7,12
1.807237,8,1
14.756619,8,2
75.149323,8,3
28.572048,8,4
9.929165,8,5
41.725824,8,6
10.488107,8,7
55.507005,8,9
7.671168,8,10
28.697624,8,11
75.183976,8,12
0.601661,9,1
42.945621,9,2
62.979667,9,3
38.206005,9,4
24.048144,9,5
64.980035,9,6
27.554296,9,7
76.77632,9,8
9.848989,9,10
47.948227,9,11
139.293216,9,12
0.959099,10,2
3.568744,10,3
4.590147,10,4
2.850491,10,5
2.748205,10,6
0.78636,10,7
33.230163,10,8
11.853701,10,9
48.180179,10,11
1.366077,10,12
0.479485,11,1
9.248872,11,2
39.896645,11,3
14.037787,11,4
7.111448,11,5
19.119432,11,6
6.760637,11,7
27.12212,11,8
19.500963,11,9
9.805424,11,10
9.000219,11,12
0.446232,12,1
160.737032,12,2
80.944568,12,3
65.981723,12,4
25.692101,12,5
67.065299,12,6
25.774581,12,7
73.053875,12,8
156.426109,12,9
4.983549,12,10
42.381387,12,11
succeed
0.0,0.683813,0.813211,0.209373,0.428899,0.398395,0.482285,0.4158,1.668581,0.060032,0.462379,0.357027
3.439013,0.0,17.594312,6.030368,3.320205,21.705008,6.279221,16.932979,14.035637,0.76996,4.833616,43.858987
0.390995,27.366309,0.0,22.822755,20.743237,76.887264,20.021445,41.052285,31.582627,9.671341,26.489309,25.152512
0.241704,5.627715,66.665021,0.0,19.473184,29.482395,8.499448,12.447259,18.771987,6.622267,9.59364,45.999805
1.734117,11.408091,43.7384,6.056435,0.0,8.434384,7.359787,9.323595,24.643461,2.542701,6.477107,3.983795
0.812112,12.821381,101.584299,18.568949,9.968365,0.0,12.772493,31.641645,32.514467,5.963488,15.709112,28.778816
0.242733,7.320029,28.933555,11.264443,9.401168,13.186552,0.0,10.426747,8.236109,1.818395,3.310205,8.69424
1.807237,14.756619,75.149323,28.572048,9.929165,41.725824,10.488107,0.0,55.507005,7.671168,28.697624,75.183976
0.601661,42.945621,62.979667,38.206005,24.048144,64.980035,27.554296,76.77632,0.0,9.848989,47.948227,139.293216
0.0,0.959099,3.568744,4.590147,2.850491,2.748205,0.78636,33.230163,11.853701,0.0,48.180179,1.366077
0.479485,9.248872,39.896645,14.037787,7.111448,19.119432,6.760637,27.12212,19.500963,9.805424,0.0,9.000219
0.446232,160.737032,80.944568,65.981723,25.692101,67.065299,25.774581,73.053875,156.426109,4.983549,42.381387,0.0
