3872.36632
0.453901,1,2
0.945848,1,3
1.412397,1,4
0.669368,1,5
0.543141,1,6
0.666083,1,7
0.340219,1,8
0.773155,1,9
0.096088,1,10
0.204171,1,11
1.412941,1,12
0.297475,2,1
19.032085,2,3
12.52168,2,4
18.07296,2,5
44.386995,2,6
18.793512,2,7
16.310824,2,8
13.001237,2,9
2.372216,2,10
6.137323,2,11
72.691032,2,12
1.916523,3,1
35.680776,3,2
29.294667,3,4
23.179152,3,5
73.020744,3,6
38.234864,3,7
52.047427,3,8
34.32532,3,9
7.41328,3,10
15.176696,3,11
40.874688,3,12
0.78728,4,1
8.900429,4,2
68.754933,4,3
23.499187,4,5
38.68408,4,6
23.253237,4,7
12.831691,4,8
28.659696,4,9
18.15344,4,10
12.575173,4,11
51.916355,4,12
2.487736,5,1
5.017643,5,2
23.129347,5,3
6.33228,5,4
8.17488,5,6
6.828227,5,7
12.315592,5,8
4.887763,5,9
3.257747,5,10
4.027131,5,11
86.165925,5,12
0.692365,6,1
28.324528,6,2
148.416712,6,3
24.063629,6,4
9.981992,6,5
19.865629,6,7
32.838123,6,8
48.359632,6,9
5.607307,6,10
16.509288,6,11
33.506957,6,12
0.490136,7,1
5.948597,7,2
41.112533,7,3
12.962051,7,4
5.189981,7,5
19.824203,7,6
5.264107,7,8
10.311771,7,9
2.118477,7,10
4.022072,7,11
10.763739,7,12
0.381933,8,1
22.727717,8,2
134.750944,8,3
42.52396,8,4
26.754299,8,5
53.964533,8,6
14.156251,8,7
70.181163,8,9
17.303765,8,10
33.558248,8,11
107.128189,8,12
1.989,9,1
58.190531,9,2
81.339672,9,3
55.58292,9,4
20.572259,9,5
46.600259,9,6
32.490891,9,7
91.639259,9,8
15.699195,9,10
52.721491,9,11
226.096992,9,12
0.026667,10,1
0.620595,10,2
8.994917,10,3
14.150176,10,4
0.715027,10,5
4.539704,10,6
1.2674,10,7
42.620659,10,8
3.128344,10,9
48.862245,10,11
3.832205,10,12
0.108176,11,1
10.175008,11,2
46.877531,11,3
18.786971,11,4
9.387011,11,5
14.246075,11,6
7.986155,11,7
32.239931,11,8
15.715824,11,9
10.997141,11,10
12.428147,11,12
1.395203,12,1
149.833312,12,2
136.956829,12,3
79.692637,12,4
39.290637,12,5
55.72224,12,6
43.654587,12,7
105.693293,12,8
159.111501,12,9
16.788477,12,10
51.055835,12,11
succeed
0.0,0.453901,0.945848,1.412397,0.669368,0.543141,0.666083,0.340219,0.773155,0.096088,0.204171,1.412941
0.297475,0.0,19.032085,12.52168,18.07296,44.386995,18.793512,16.310824,13.001237,2.372216,6.137323,72.691032
1.916523,35.680776,0.0,29.294667,23.179152,73.020744,38.234864,52.047427,34.32532,7.41328,15.176696,40.874688
0.78728,8.900429,68.754933,0.0,23.499187,38.68408,23.253237,12.831691,28.659696,18.15344,12.575173,51.916355
2.487736,5.017643,23.129347,6.33228,0.0,8.17488,6.828227,12.315592,4.887763,3.257747,4.027131,86.165925
0.692365,28.324528,148.416712,24.063629,9.981992,0.0,19.865629,32.838123,48.359632,5.607307,16.509288,33.506957
0.490136,5.948597,41.112533,12.962051,5.189981,19.824203,0.0,5.264107,10.311771,2.118477,4.022072,10.763739
0.381933,22.727717,134.750944,42.52396,26.754299,53.964533,14.156251,0.0,70.181163,17.303765,33.558248,107.128189
1.989,58.190531,81.339672,55.58292,20.572259,46.600259,32.490891,91.639259,0.0,15.699195,52.721491,226.096992
0.026667,0.620595,8.994917,14.150176,0.715027,4.539704,1.2674,42.620659,3.128344,0.0,48.862245,3.832205
0.108176,10.175008,46.877531,18.786971,9.387011,14.246075,7.986155,32.239931,15.715824,10.997141,0.0,12.428147
1.395203,149.833312,136.956829,79.692637,39.290637,55.72224,43.654587,105.693293,159.111501,16.788477,51.055835,0.0
